Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5,GroupName_6,N_6,Mean_6,Std_6,Shapiro_p_6,Normal_6,GroupName_7,N_7,Mean_7,Std_7,Shapiro_p_7,Normal_7
Race,"Black,East Asian,Indian,Latino_Hispanic,Middle Eastern,Southeast Asian,White",6,2765,3.0645063686611484,0.005437662465633917,0.5846725223214773,Black,396,22.452119461213698,3.07877676794781,0.04112379733271805,False,East Asian,396,22.645431602844084,2.9830131059484555,0.1091547359863752,True,Indian,396,22.726004831718676,3.1898233864213066,0.007010658142222806,False,Latino_Hispanic,396,23.055529262080338,3.2661778246013418,0.01667792441864128,False,Middle Eastern,396,23.065904419831554,3.0063747151045095,0.02508210109768605,False,Southeast Asian,396,22.43742051028242,3.1674730497249697,0.09159048743838759,True,White,396,22.989445069823603,2.9988320610930974,0.33662074362283395,True
