Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5,GroupName_6,N_6,Mean_6,Std_6,Shapiro_p_6,Normal_6,GroupName_7,N_7,Mean_7,Std_7,Shapiro_p_7,Normal_7
Race,"East Asian,Indian,Southeast Asian,Middle Eastern,Latino_Hispanic,Black,White",6,2765,2.2017614044918767,0.04013628714927318,0.3648007050131009,East Asian,396,46.163617899923615,14.817072425263278,1.4433873499624664e-05,False,Indian,396,47.82216774815261,15.040669097078263,5.19395573661977e-09,False,Southeast Asian,396,48.259565175181685,14.392019362643785,6.618886552397967e-08,False,Middle Eastern,396,46.65794555586998,15.63828152502117,9.601505341440076e-09,False,Latino_Hispanic,396,49.06105466804119,15.097710719614938,7.762553806167416e-08,False,Black,396,47.67764385782107,14.845677665767603,3.29443349849677e-08,False,White,396,46.09400202288772,15.357107244239884,2.2853754298202695e-06,False
