Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5
Model,"2016 Zhang,2018 Antic,2017 Zhang,2023 Kang,2001 Reinhard",4,13855,122.83863257982736,3.3817683182520257e-103,5.510562617530995e-05,2016 Zhang,2772,0.1820164578315005,0.060627884019659746,1.072727974243113e-27,False,2018 Antic,2772,0.16387681600545,0.0679118027922603,1.9670440097727208e-33,False,2017 Zhang,2772,0.15890880117346065,0.06830671376532554,1.692509169599266e-33,False,2023 Kang,2772,0.17173589455315905,0.06530005445404541,2.912625993077986e-28,False,2001 Reinhard,2772,0.1935726143622745,0.06971710085468366,6.3341524446730965e-24,False
