Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5
Model,"2016 Zhang,2018 Antic,2017 Zhang,2023 Kang,2001 Reinhard",4,13855,488.29370924244904,0.0,6.737419831429868e-248,2016 Zhang,2772,0.9993315890109923,0.00036947137690086974,2.8019614819023775e-54,False,2018 Antic,2772,0.999922679159482,4.690137719422299e-05,2.305981378463029e-57,False,2017 Zhang,2772,0.9994001936857443,0.0010653623125881611,1.6945052699878026e-73,False,2023 Kang,2772,0.9989630028299409,0.0007154489547750129,1.558009127542536e-58,False,2001 Reinhard,2772,0.9983995974028869,0.0026966691854047563,1.133741171759298e-67,False
