Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5,GroupName_6,N_6,Mean_6,Std_6,Shapiro_p_6,Normal_6,GroupName_7,N_7,Mean_7,Std_7,Shapiro_p_7,Normal_7
Race,"East Asian,Indian,Southeast Asian,Middle Eastern,Latino_Hispanic,Black,White",6,2765,2.7233409528295804,0.012213322654393307,0.059862776904316545,East Asian,396,0.9999284660179973,3.589185941688689e-05,7.625298754852756e-23,False,Indian,396,0.9999226348974612,4.560675352322679e-05,1.5109048133145321e-25,False,Southeast Asian,396,0.9999159993572938,5.676020727291765e-05,8.346061166623856e-28,False,Middle Eastern,396,0.9999209780883311,4.8211210897636116e-05,1.434657191687735e-25,False,Latino_Hispanic,396,0.9999218496060742,4.9064190009209026e-05,1.0606359013811165e-26,False,Black,396,0.9999255804768015,4.45329515577805e-05,5.517059115326477e-27,False,White,396,0.9999232456724153,4.512435298883832e-05,1.4465375691373891e-24,False
