Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5,Subset
Model,"2016 Zhang,2018 Antic,2017 Zhang,2023 Kang,2001 Reinhard",4,11875,244.39106645669779,4.634311219217691e-202,2.159456320218047e-42,2016 Zhang,2376,-0.05171374148322321,0.01321341138270341,2.777089109973317e-06,False,2018 Antic,2376,-0.04338522143532621,0.012997960743639929,2.902529888667957e-05,False,2017 Zhang,2376,-0.04110849593504976,0.013154251951057808,8.982481265916069e-06,False,2023 Kang,2376,-0.047024917877780896,0.014337872031649714,1.1204776846989581e-09,False,2001 Reinhard,2376,-0.0509843067767794,0.01788632323721528,8.879948497056473e-25,False,Non-White
Model,"2016 Zhang,2018 Antic,2017 Zhang,2023 Kang,2001 Reinhard",4,1975,45.386077730725,1.6257709641086276e-36,7.174065513124714e-07,2016 Zhang,396,-0.05278973728700564,0.012636799659047819,0.44955897881193796,True,2018 Antic,396,-0.0437850642859973,0.012556269019993412,0.735374591328984,True,2017 Zhang,396,-0.04205203635825048,0.011940101478770494,0.9566757749325749,True,2023 Kang,396,-0.04753942742962575,0.0143246048112401,0.01784993588798388,False,2001 Reinhard,396,-0.05132800005524792,0.01655673576786226,3.0266562538626507e-06,False,East Asian
Model,"2016 Zhang,2018 Antic,2017 Zhang,2023 Kang,2001 Reinhard",4,1975,34.60717300587453,5.816955441951611e-28,3.584721650512699e-10,2016 Zhang,396,-0.051991962018714366,0.013826793775419677,0.00301976979956961,False,2018 Antic,396,-0.04369183943014249,0.012625915445745362,0.0020585464231489474,False,2017 Zhang,396,-0.041745099971644675,0.013073473336740046,0.09996790860064332,True,2023 Kang,396,-0.048145140159047264,0.014272877078736835,0.003922525946903051,False,2001 Reinhard,396,-0.04992407678410565,0.01797398944364504,8.235595052337787e-07,False,Indian
Model,"2016 Zhang,2018 Antic,2017 Zhang,2023 Kang,2001 Reinhard",4,1975,45.11342564748178,2.6645986025882584e-36,8.516148030109856e-08,2016 Zhang,396,-0.05209074023584218,0.013472468996825866,0.00012764814098556942,False,2018 Antic,396,-0.04339416202444653,0.013174309571307894,0.41578223075388643,True,2017 Zhang,396,-0.04180824800366249,0.013048280843072942,0.06038657927566263,True,2023 Kang,396,-0.047522109761514254,0.01406799490970366,0.011983386348901448,False,2001 Reinhard,396,-0.05273814287023129,0.018694813499814406,2.645587310543499e-11,False,Southeast Asian
Model,"2016 Zhang,2018 Antic,2017 Zhang,2023 Kang,2001 Reinhard",4,1975,31.239790580381197,2.9222720249425993e-25,8.375760924796471e-07,2016 Zhang,396,-0.05069673528443227,0.013361176907248343,0.12757254734984833,True,2018 Antic,396,-0.04269113684204787,0.013515159466053769,0.11173332296875384,True,2017 Zhang,396,-0.0401264592896996,0.013746197351021736,0.15171662603202665,True,2023 Kang,396,-0.046662770778486316,0.014431839315714623,0.014027926645144625,False,2001 Reinhard,396,-0.04783747002004402,0.01895257559812742,2.602604100201726e-10,False,Middle Eastern
Model,"2016 Zhang,2018 Antic,2017 Zhang,2023 Kang,2001 Reinhard",4,1975,67.38692210248911,1.6235863262069354e-53,0.0007875263383584674,2016 Zhang,396,-0.05033582814903266,0.012779472525661023,0.005952970471893533,False,2018 Antic,396,-0.04228926184493102,0.013085278399657107,0.0003761612839926309,False,2017 Zhang,396,-0.03871007545644206,0.013698596787649358,1.7773609542715962e-06,False,2023 Kang,396,-0.04435905969156081,0.014265420808891016,0.0017658093640523786,False,2001 Reinhard,396,-0.05316177218342983,0.01727824872651461,1.4248565523564656e-10,False,Latino_Hispanic
Model,"2016 Zhang,2018 Antic,2017 Zhang,2023 Kang,2001 Reinhard",4,1975,35.453490187340265,1.2244545585802471e-28,1.5700131525163508e-05,2016 Zhang,396,-0.05237744592431212,0.013069062615147077,0.2540736630333061,True,2018 Antic,396,-0.04445986418439202,0.012969226080636904,0.004169147332972722,False,2017 Zhang,396,-0.04220905653059929,0.013050275496172159,0.6105070075919341,True,2023 Kang,396,-0.04792099944645101,0.014408992863259572,0.005143609414371221,False,2001 Reinhard,396,-0.05091637874761771,0.017324387736216255,9.619231053264261e-09,False,Black
