Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5,GroupName_6,N_6,Mean_6,Std_6,Shapiro_p_6,Normal_6,GroupName_7,N_7,Mean_7,Std_7,Shapiro_p_7,Normal_7,GroupName_8,N_8,Mean_8,Std_8,Shapiro_p_8,Normal_8,GroupName_9,N_9,Mean_9,Std_9,Shapiro_p_9,Normal_9
Age,"0-2,10-19,20-29,30-39,3-9,40-49,50-59,60-69,more than 70",8,2763,8.681743201984391,9.038379265504662e-12,0.45729320467353085,0-2,308,84.09676988396279,17.17353980031309,0.004988017372009143,False,10-19,308,81.82071210085266,17.45137899560656,0.9536052456314483,True,20-29,308,80.43505940879925,18.01243551652086,0.01718894471489899,False,30-39,308,79.15035068768688,17.757266607575563,0.8695274510459035,True,3-9,308,83.63444993236932,17.42541909008031,0.4281349342430963,True,40-49,308,78.62749982788915,16.33289458386043,0.5549639318487358,True,50-59,308,80.66155172796705,17.613647310239298,0.41428805658881424,True,60-69,308,76.62109285310603,16.50245349373861,0.3356043720220045,True,more than 70,308,75.46402860078912,18.48862166932271,0.04238896932281197,False
