Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5,GroupName_6,N_6,Mean_6,Std_6,Shapiro_p_6,Normal_6,GroupName_7,N_7,Mean_7,Std_7,Shapiro_p_7,Normal_7
Race,"Black,East Asian,Indian,Latino_Hispanic,Middle Eastern,Southeast Asian,White",6,2765,6.2900446427246965,1.3990471630003362e-06,0.18769974338043768,Black,396,0.9666974991559982,0.016626111188137057,4.543485610976121e-12,False,East Asian,396,0.9637805243032147,0.017596778513907858,5.855974266535603e-15,False,Indian,396,0.9648584618110849,0.017716421919035108,2.476874049036409e-15,False,Latino_Hispanic,396,0.965921540001426,0.017290173538441336,8.723351135006285e-17,False,Middle Eastern,396,0.9680864732674878,0.016604382680634105,3.876984071521106e-16,False,Southeast Asian,396,0.9616635946011303,0.019445465259860246,5.909068233229897e-15,False,White,396,0.9671741565971663,0.01703640586138401,1.695756640023679e-15,False
