Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5
Model,"2001 Reinhard,2016 Zhang,2017 Zhang,2018 Antic,2023 Kang",4,13855,145.90006149190367,2.0790954184379243e-122,2.4203423575166943e-53,2001 Reinhard,2772,25.121037349384412,6.857395120869607,2.1016496078020663e-59,False,2016 Zhang,2772,22.76740787968491,3.1072511873185067,3.703586624808991e-08,False,2017 Zhang,2772,24.223603659377986,3.973962071210754,6.217148820827846e-07,False,2018 Antic,2772,23.91387585196832,3.9188484562495263,1.3584086724664643e-05,False,2023 Kang,2772,22.705529187148784,3.408023095215834,7.762155312284765e-05,False
