Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5,GroupName_6,N_6,Mean_6,Std_6,Shapiro_p_6,Normal_6,GroupName_7,N_7,Mean_7,Std_7,Shapiro_p_7,Normal_7,GroupName_8,N_8,Mean_8,Std_8,Shapiro_p_8,Normal_8,GroupName_9,N_9,Mean_9,Std_9,Shapiro_p_9,Normal_9
Age,"0-2,10-19,20-29,30-39,3-9,40-49,50-59,60-69,more than 70",8,2763,3.643817148744551,0.0003133675307657779,0.11349223877161016,0-2,308,22.35790714969883,3.559196296217784,0.2658543650955514,True,10-19,308,22.582876282852965,3.4025193407397216,0.7517015825598716,True,20-29,308,23.142006505619396,3.311780442349304,0.31559212340228726,True,30-39,308,23.21625943617387,3.6164531763801637,0.08656856954429697,True,3-9,308,22.029409207306898,3.4573603270377316,0.8286608566196307,True,40-49,308,22.875310984524813,3.3316390241397214,0.11378229737608986,True,50-59,308,22.607568697495893,3.578697558298254,0.0004063344346355015,False,60-69,308,22.766029481763965,3.032010538464611,0.10441080719275274,True,more than 70,308,22.772394938902423,3.2240973167790226,0.4556133693667211,True
