Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5
Model,"2001 Reinhard,2016 Zhang,2017 Zhang,2018 Antic,2023 Kang",4,13855,2.373352310266595,0.04993573980872271,0.7755306235754669,2001 Reinhard,2772,0.4219277591308818,0.16033330025715578,1.4526557988229293e-38,False,2016 Zhang,2772,0.41545498849552603,0.16082478531974534,4.4647273795502287e-38,False,2017 Zhang,2772,0.422407429532281,0.1633292155424685,3.659636401694727e-39,False,2018 Antic,2772,0.42799128007821063,0.16256704557127322,3.249576228265484e-38,False,2023 Kang,2772,0.41833425587927453,0.16041693581213975,7.11181110909761e-39,False
