Factor,Groups,df_between,df_within,F,p-value,Levene_p,GroupName_1,N_1,Mean_1,Std_1,Shapiro_p_1,Normal_1,GroupName_2,N_2,Mean_2,Std_2,Shapiro_p_2,Normal_2,GroupName_3,N_3,Mean_3,Std_3,Shapiro_p_3,Normal_3,GroupName_4,N_4,Mean_4,Std_4,Shapiro_p_4,Normal_4,GroupName_5,N_5,Mean_5,Std_5,Shapiro_p_5,Normal_5,Subset
Model,"2001 Reinhard,2016 Zhang,2017 Zhang,2018 Antic,2023 Kang",4,11875,2.0765044026378816,0.0810620987884313,0.808963039372417,2001 Reinhard,2376,0.42558474508067123,0.16079699349620993,2.1465446126656376e-36,False,2016 Zhang,2376,0.41901280202899716,0.16138990443218046,5.286385797300726e-36,False,2017 Zhang,2376,0.4260373197555517,0.1638169099616039,5.017786242239943e-37,False,2018 Antic,2376,0.4314966659651135,0.16296834156120915,3.851594748574532e-36,False,2023 Kang,2376,0.4214322812203004,0.16119928482168575,9.30230044742467e-37,False,Non-White
Model,"2001 Reinhard,2016 Zhang,2017 Zhang,2018 Antic,2023 Kang",4,1975,0.29190355523546996,0.8833613698248586,0.9941306844525367,2001 Reinhard,396,0.41872121867808426,0.15895033101836004,1.1194702853216212e-16,False,2016 Zhang,396,0.41137845434173187,0.1598152451110627,1.9037210829291947e-15,False,2017 Zhang,396,0.4183527556332675,0.16258058457335334,2.321301889834623e-16,False,2018 Antic,396,0.4230194685961863,0.1611500262857653,2.426742127316594e-16,False,2023 Kang,396,0.4150412067620441,0.1602580855347972,2.573252868401335e-16,False,Black
Model,"2001 Reinhard,2016 Zhang,2017 Zhang,2018 Antic,2023 Kang",4,1975,0.40394241230049327,0.8059268210705,0.9960741185512745,2001 Reinhard,396,0.4174574397579588,0.1633098795588108,1.8798237506950852e-17,False,2016 Zhang,396,0.4118254884625926,0.16361884482455408,4.279391867407328e-17,False,2017 Zhang,396,0.4182542800301253,0.16576214793844943,1.4124975024341838e-17,False,2018 Antic,396,0.42490794396761694,0.16490183494722682,4.972955603742502e-17,False,2023 Kang,396,0.41265244943776513,0.16333034926910958,1.1984885670951e-17,False,East Asian
Model,"2001 Reinhard,2016 Zhang,2017 Zhang,2018 Antic,2023 Kang",4,1975,0.3517966422977216,0.8429082778170889,0.9925250526870352,2001 Reinhard,396,0.4276286130676968,0.16016746855627392,5.358588094950225e-16,False,2016 Zhang,396,0.42106911220183274,0.1605022284839768,5.580457258342662e-16,False,2017 Zhang,396,0.42727924010368307,0.16232324653381167,1.0576632096334803e-16,False,2018 Antic,396,0.4335628554902293,0.1625287854256111,2.8343378905921155e-16,False,2023 Kang,396,0.4231911005094798,0.15983992154353027,3.4480742534969814e-16,False,Indian
Model,"2001 Reinhard,2016 Zhang,2017 Zhang,2018 Antic,2023 Kang",4,1975,0.37461908577544534,0.8268776783441657,0.9669661575817087,2001 Reinhard,396,0.4358593852381514,0.15650222674336123,6.294102944828258e-14,False,2016 Zhang,396,0.42976885623853617,0.15764773475853958,1.2044651552070362e-13,False,2017 Zhang,396,0.4375836620050849,0.16018655847756513,2.692948162113611e-14,False,2018 Antic,396,0.4423851040427131,0.15884903358047273,9.318349427815364e-14,False,2023 Kang,396,0.432382808490233,0.15648014676670663,6.667596017905574e-14,False,Latino_Hispanic
Model,"2001 Reinhard,2016 Zhang,2017 Zhang,2018 Antic,2023 Kang",4,1975,0.28539008723173054,0.8875833990494219,0.966040767256902,2001 Reinhard,396,0.4220344830925266,0.16423641169058797,6.443339166707254e-14,False,2016 Zhang,396,0.41720159434609944,0.16472499415944816,2.3251247954286496e-14,False,2017 Zhang,396,0.42358676320638017,0.16821534297072618,8.143649000682496e-15,False,2018 Antic,396,0.42908024459588107,0.16787826725412452,3.499324861354295e-14,False,2023 Kang,396,0.4198773777996651,0.16547196155882224,1.7310990345638594e-14,False,Middle Eastern
Model,"2001 Reinhard,2016 Zhang,2017 Zhang,2018 Antic,2023 Kang",4,1975,0.4184487369391712,0.7954471121290421,0.9934703318237027,2001 Reinhard,396,0.4318073306496095,0.16165058437078186,2.700344993306772e-14,False,2016 Zhang,396,0.4228333065831902,0.16217709625724763,4.0614359487688416e-14,False,2017 Zhang,396,0.4311672175547691,0.16387047453765338,1.2459712058021853e-14,False,2018 Antic,396,0.43602437909805414,0.1625714535577688,7.074768588008225e-14,False,2023 Kang,396,0.4254487443226154,0.1618788867450568,5.9929017407149475e-15,False,Southeast Asian
